
열대야일수
[검색조건]
자료구분 : 월
지역/지점 : 전북
기간 : 1973~2022 05~09

년월,열대야일수,평균 최고기온(℃)
2016-09,0.0,27.5
2017-05,0.0,25.2
2017-06,0.0,27.7
2017-07,6.7,31.3
2017-08,3.6,30.6
2017-09,0.0,26.7
2018-05,0.0,24.2
2018-06,0.0,28.5
2018-07,5.9,32.5
2018-08,8.1,33.4
2018-09,0.0,26.4
2019-05,0.0,25.2
2019-06,0.0,26.6
2019-07,4.7,29.7
2019-08,4.6,31.3
2019-09,0.3,26.9
2020-05,0.0,23.4
2020-06,0.0,27.8
2020-07,0.0,26.4
2020-08,7.7,31.0
2020-09,0.0,25.2
2021-05,0.0,22.5
2021-06,0.0,27.4
2021-07,2.0,30.9
2021-08,0.1,29.7
2021-09,0.0,26.3
2022-05,0.0,24.3
2022-06,2.1,27.7
2022-07,3.1,30.2
2022-08,8.4,29.2
2022-09,0.1,26.8

