
열대야일수
[검색조건]
자료구분 : 월
지역/지점 : 충남
기간 : 1973~2022 05~09

년월,열대야일수,평균 최고기온(℃)
2001-08,2.3,31.1
2001-09,0.0,27.9
2002-05,0.0,22.5
2002-06,0.0,27.2
2002-07,2.2,29.0
2002-08,1.7,27.9
2002-09,0.0,26.1
2003-05,0.0,24.4
2003-06,0.0,25.8
2003-07,0.0,27.2
2003-08,1.5,27.8
2003-09,0.0,25.9
2004-05,0.0,22.4
2004-06,0.0,27.4
2004-07,1.8,29.1
2004-08,1.0,30.6
2004-09,0.0,26.5
2005-05,0.0,23.7
2005-06,0.2,27.5
2005-07,0.5,29.4
2005-08,2.8,29.5
2005-09,0.0,26.9
2006-05,0.0,23.1
2006-06,0.0,26.8
2006-07,1.2,26.7
2006-08,1.0,31.5
2006-09,0.0,25.4
2007-05,0.0,23.4
2007-06,0.0,27.3
2007-07,0.2,28.2
2007-08,3.3,30.4
2007-09,0.2,25.6
2008-05,0.0,23.2
2008-06,0.0,26.1
2008-07,0.7,30.0
2008-08,1.7,29.7
2008-09,0.0,27.3
2009-05,0.0,24.0
2009-06,0.0,27.0
2009-07,0.5,28.0
2009-08,1.2,29.5
2009-09,0.0,26.7
2010-05,0.0,22.6
2010-06,0.0,28.0
2010-07,2.5,29.6
2010-08,7.8,30.9
2010-09,0.0,26.9
2011-05,0.0,23.0
2011-06,0.0,27.0
2011-07,2.8,28.8
2011-08,2.2,29.2
2011-09,0.0,26.0
2012-05,0.0,24.8
2012-06,0.0,28.2
2012-07,2.3,29.7
2012-08,6.5,30.8
2012-09,0.0,24.9
2013-05,0.0,23.5
2013-06,0.0,28.4
2013-07,6.5,29.5
2013-08,8.5,31.7
2013-09,0.0,26.2
2014-05,0.0,24.2
2014-06,0.0,27.4
2014-07,1.2,29.6
2014-08,1.0,27.8
2014-09,0.0,26.9
2015-05,0.0,24.4
2015-06,0.0,27.6
2015-07,1.2,28.7
2015-08,1.8,30.2
2015-09,0.0,26.9
2016-05,0.0,25.0
2016-06,0.0,27.5
2016-07,3.7,30.0
2016-08,4.5,32.1
2016-09,0.0,26.7
2017-05,0.0,24.6
2017-06,0.0,27.6
2017-07,5.3,29.9
2017-08,3.5,29.7
2017-09,0.0,26.1
2018-05,0.0,23.3
2018-06,0.0,27.8
2018-07,7.2,31.7
2018-08,10.0,32.7
2018-09,0.0,25.5
2019-05,0.0,24.9
2019-06,0.0,26.5
2019-07,4.7,29.0
2019-08,5.0,31.0
2019-09,0.3,26.4
2020-05,0.0,23.4
2020-06,0.0,27.9
2020-07,0.0,26.9
2020-08,8.0,30.6
2020-09,0.0,25.5
2021-05,0.0,22.3
2021-06,0.0,27.4
2021-07,2.7,31.6
2021-08,0.7,29.6
2021-09,0.0,26.6
2022-05,0.0,24.4
2022-06,1.3,27.7
2022-07,3.2,30.6
2022-08,8.0,28.9
2022-09,0.2,27.0

